Headline,Body ID,Stance
ISIS leader ‘killed’ in US airstrikes,2036,unrelated
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1349,unrelated
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,81,unrelated
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,1398,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",490,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,456,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,405,unrelated
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2060,agree
"Video showing American journalist beheaded believed real, officials and family say",984,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1239,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",269,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2039,unrelated
Whiz kid stock picker: I didn't actually make $72M trading,1184,disagree
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1984,agree
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1506,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,972,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",2330,agree
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1787,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,373,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2111,discuss
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2156,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,5,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1968,agree
Has Ebola infected Isis militants in Mosul?,1438,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1574,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1385,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1277,unrelated
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1347,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1948,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,472,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1622,discuss
Kim Jong-un So Fat He Injured His Ankles,1634,unrelated
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",1034,unrelated
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1170,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2307,unrelated
Alleged audio of Michael Brown shooting released,1177,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,139,unrelated
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,2265,discuss
"Islamic State training fighter pilots in captured jets, monitoring group says",1337,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1715,discuss
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1157,unrelated
Another American hostage at risk by Islamic state,1720,unrelated
British hostage David Haines beheaded by Islamic State terrorists,1178,unrelated
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,236,unrelated
Texas City plumber's truck ends up in Syrian war,968,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,757,unrelated
Teen Makes $72 Million on the Stock Market,2252,unrelated
Vogue’s Rat Infestation: Disturbing New Details,1619,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1549,unrelated
North Korean leader Kim Jong-un to open restaurant in Scotland,1535,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1670,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1289,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),686,disagree
Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1400,unrelated
Mexican investigators fear mass grave might hold 43 missing students,2385,unrelated
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",2411,unrelated
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1292,agree
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,474,discuss
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",2251,discuss
ISIS chlorine attack on security forces confirmed – Iraq officials,1177,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,956,discuss
Alleged audio of Michael Brown shooting released,1564,discuss
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",2354,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1702,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1506,discuss
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,456,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,975,unrelated
"Nun gives birth, intends to keep baby",1948,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,521,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2141,unrelated
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,236,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2356,discuss
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,1155,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1125,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,1917,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,2370,unrelated
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,2036,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,891,discuss
Texas plumber baffled after truck ends up in the hands of Syrian rebels,2145,agree
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,719,unrelated
Islamic State claims to have beheaded American journalist,2067,discuss
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1403,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1658,discuss
Has a woman aborted her baby because it's a boy?,1398,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,35,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,1839,unrelated
Report: Possible audio tape of Michael Brown shooting,1950,unrelated
"Vice's Shane Smith drops $300,000 on Vegas dinner",2252,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",738,agree
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,805,agree
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,431,unrelated
Tropical spider burrowed under Bali tourist's skin,1864,discuss
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2096,discuss
China: Satirical site warns citizens over name choices,674,agree
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,1090,unrelated
Video shows ISIL beheading of photojournalist James Foley,984,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,821,unrelated
British hostage David Haines beheaded by Islamic State terrorists,2348,agree
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,752,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2256,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1423,unrelated
"Don't forget to tip...especially if you spend $300,000",1368,unrelated
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",381,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",851,unrelated
Eggnog-chugging contest leads to hospital stay,741,agree
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",992,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2525,unrelated
Soldier shot near Canadian parliament building,1325,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,874,unrelated
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1948,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,2118,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,586,unrelated
"""This is the recording you thought you'd lost forever""",2227,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",2111,discuss
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",324,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1217,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1864,discuss
6 Islamist militants killed in US attack in Somalia,1982,discuss
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',662,unrelated
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,562,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",2519,agree
Alleged audio of Michael Brown shooting has surfaced,2187,unrelated
Comcast gets customer fired for complaining about poor service,1355,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,2132,discuss
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',168,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2287,discuss
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",26,unrelated
US hostage Luke Somers dies after rescue bid,120,unrelated
Report: Exec popped for $300k dinner after run at blackjack,2458,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,704,unrelated
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",391,agree
The baby from Teletubbies reveals herself,1832,unrelated
ISIS Militants Allegedly Contracted Ebola,1899,unrelated
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1742,unrelated
Google Grows With $1.6 Billion in California Office Deals,2156,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,1483,unrelated
Are Rumors of the Apple Watch in Feb True?,2022,unrelated
Saudi fatwa banning snowmen triggers heated debate,35,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,2045,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,1212,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1471,agree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1661,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1897,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,2287,unrelated
Sugarhill Gang's Big Bank Hank Dead At 57,281,unrelated
Has Ebola infected Isis militants in Mosul?,1355,discuss
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",757,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,608,discuss
Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,181,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2385,agree
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",75,unrelated
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1442,unrelated
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,695,unrelated
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',2509,discuss
God Is A Woman – Resurrected Father Narated,2265,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1797,agree
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",503,unrelated
US officials: Video shows American's execution,1385,unrelated
